 -4.85326000e-01 -4.34811000e-01 -2.85091000e-01 -3.39169000e-01
 -5.83174000e-01 -5.50519000e-01 -3.54343000e-01 -4.46695000e-01
 -6.48127000e-01 -6.41293000e-01 -4.02544000e-01 -5.32361000e-01
 -6.73986000e-01 -7.03815000e-01 -4.22680000e-01 -5.88500000e-01
 -6.56505000e-01 -7.33437000e-01 -4.10123000e-01 -6.08220000e-01
 -5.94315000e-01 -7.24672000e-01 -3.63748000e-01 -5.86662000e-01
 -4.89615000e-01 -6.72435000e-01 -2.86472000e-01 -5.22192000e-01
 -3.48446000e-01 -5.73755000e-01 -1.85067000e-01 -4.17244000e-01
 -1.80423000e-01 -4.29482000e-01 -6.92630000e-02 -2.78568000e-01
 2.05500000e-03 -2.45551000e-01 4.96830000e-02 -1.16788000e-01
 1.85032000e-01 -3.33740000e-02 1.60654000e-01 5.47080000e-02
 3.54445000e-01 1.90807000e-01 2.54241000e-01 2.21368000e-01
 4.97576000e-01 4.07610000e-01 3.23897000e-01 3.69267000e-01
 6.04277000e-01 5.96951000e-01 3.66478000e-01 4.86786000e-01
 6.67806000e-01 7.40812000e-01 3.82094000e-01 5.65865000e-01
 6.85176000e-01 8.25785000e-01 3.73400000e-01 6.02634000e-01
 6.57048000e-01 8.44920000e-01 3.44513000e-01 5.97365000e-01
 5.87243000e-01 7.98525000e-01 2.99883000e-01 5.53810000e-01
 4.82030000e-01 6.93777000e-01 2.43389000e-01 4.78142000e-01
 3.49336000e-01 5.43276000e-01 1.77857000e-01 3.77749000e-01
 1.98021000e-01 3.62857000e-01 1.05111000e-01 2.60173000e-01
 3.73000000e-02 1.69125000e-01 2.64590000e-02 1.32379000e-01
 -1.23673000e-01 -2.27720000e-02 -5.65400000e-02 4.83000000e-04
 -2.76065000e-01 -2.00742000e-01 -1.41314000e-01 -1.30116000e-01
 -4.11573000e-01 -3.56449000e-01 -2.23765000e-01 -2.54322000e-01
 -5.22616000e-01 -4.85107000e-01 -2.98217000e-01 -3.66864000e-01
 -6.02600000e-01 -5.84547000e-01 -3.57894000e-01 -4.61985000e-01
 -6.46272000e-01 -6.53916000e-01 -3.95864000e-01 -5.33467000e-01
 -6.50140000e-01 -6.92424000e-01 -4.06276000e-01 -5.75086000e-01
 -6.12904000e-01 -6.98546000e-01 -3.85587000e-01 -5.81430000e-01
 -5.35814000e-01 -6.69911000e-01 -3.33515000e-01 -5.48947000e-01
 -4.22873000e-01 -6.03950000e-01 -2.53464000e-01 -4.76968000e-01
 -2.80794000e-01 -4.99146000e-01 -1.52298000e-01 -3.68451000e-01
 -1.18691000e-01 -3.56538000e-01 -3.94820000e-02 -2.30221000e-01
 5.25110000e-02 -1.81055000e-01 7.42430000e-02 -7.25950000e-02
 2.20887000e-01 1.77370000e-02 1.78407000e-01 9.16130000e-02
 3.74483000e-01 2.25801000e-01 2.64252000e-01 2.48554000e-01
 5.02316000e-01 4.25788000e-01 3.25796000e-01 3.85034000e-01
 5.95316000e-01 5.99089000e-01 3.60334000e-01 4.90122000e-01
 6.47090000e-01 7.28407000e-01 3.68312000e-01 5.56393000e-01
 6.54431000e-01 8.00380000e-01 3.52658000e-01 5.80597000e-01
 6.17529000e-01 8.07707000e-01 3.17772000e-01 5.63655000e-01
 5.39857000e-01 7.50346000e-01 2.68442000e-01 5.10041000e-01
 4.27762000e-01 6.35504000e-01 2.08947000e-01 4.26717000e-01
 2.89833000e-01 4.76425000e-01 1.42543000e-01 3.21873000e-01
 1.36092000e-01 2.90206000e-01 7.14250000e-02 2.03752000e-01
 -2.28550000e-02 9.50970000e-02 -2.87500000e-03 7.97930000e-02
 -1.76642000e-01 -9.21600000e-02 -7.88310000e-02 -4.37900000e-02
 -3.15846000e-01 -2.58427000e-01 -1.54213000e-01 -1.61959000e-01
 -4.32516000e-01 -3.95313000e-01 -2.25589000e-01 -2.70464000e-01
 -5.20493000e-01 -4.99200000e-01 -2.88213000e-01 -3.65307000e-01
 -5.75554000e-01 -5.70272000e-01 -3.36392000e-01 -4.42282000e-01
 -5.95393000e-01 -6.10882000e-01 -3.64290000e-01 -4.96812000e-01
 -5.79524000e-01 -6.23754000e-01 -3.67009000e-01 -5.24186000e-01
 -5.29155000e-01 -6.10535000e-01 -3.41702000e-01 -5.20195000e-01
 -4.47088000e-01 -5.71101000e-01 -2.88447000e-01 -4.82054000e-01
 -3.37657000e-01 -5.03826000e-01 -2.10657000e-01 -4.09382000e-01
 -2.06703000e-01 -4.06731000e-01 -1.14894000e-01 -3.04976000e-01
 -6.15130000e-02 -2.79202000e-01 -1.00970000e-02 -1.75159000e-01
 8.93240000e-02 -1.23776000e-01 9.36570000e-02 -2.95150000e-02
 2.36239000e-01 5.25510000e-02 1.86607000e-01 1.19979000e-01
 3.69206000e-01 2.37952000e-01 2.60688000e-01 2.60339000e-01
 4.78491000e-01 4.16576000e-01 3.10574000e-01 3.79228000e-01
 5.55544000e-01 5.70492000e-01 3.34177000e-01 4.66584000e-01
 5.93943000e-01 6.82425000e-01 3.32541000e-01 5.15895000e-01
 5.90225000e-01 7.38739000e-01 3.09184000e-01 5.24902000e-01
 5.44448000e-01 7.32004000e-01 2.69080000e-01 4.95597000e-01
 4.60356000e-01 6.62559000e-01 2.17537000e-01 4.33541000e-01
 3.45077000e-01 5.38672000e-01 1.59233000e-01 3.46684000e-01
 2.08361000e-01 3.75236000e-01 9.76180000e-02 2.43955000e-01
 6.14780000e-02 1.91230000e-01 3.48030000e-02 1.33920000e-01
 -8.40640000e-02 6.49700000e-03 -2.80990000e-02 2.37960000e-02
 -2.17749000e-01 -1.61476000e-01 -9.03050000e-02 -8.10240000e-02
 -3.31047000e-01 -3.00081000e-01 -1.50614000e-01 -1.76889000e-01
 -4.17997000e-01 -4.02902000e-01 -2.06795000e-01 -2.61364000e-01
 -4.75340000e-01 -4.69582000e-01 -2.55345000e-01 -3.32484000e-01
 -5.02221000e-01 -5.04379000e-01 -2.91711000e-01 -3.88043000e-01
 -4.99612000e-01 -5.13846000e-01 -3.10969000e-01 -4.25192000e-01
 -4.69637000e-01 -5.04287000e-01 -3.08823000e-01 -4.40486000e-01
 -4.14988000e-01 -4.79679000e-01 -2.82684000e-01 -4.30425000e-01
 -3.38609000e-01 -4.40613000e-01 -2.32564000e-01 -3.92377000e-01
 -2.43687000e-01 -3.84553000e-01 -1.61549000e-01 -3.25633000e-01
 -1.33936000e-01 -3.07299000e-01 -7.56820000e-02 -2.32329000e-01
 -1.40180000e-02 -2.05289000e-01 1.67320000e-02 -1.17925000e-01
