356400	-0.2323	-0.2111	0.1637	0.0280
360000	-0.2485	-0.2387	0.1531	-0.0197
363600	-0.2356	-0.2218	0.1505	-0.0290
367200	-0.1830	-0.1514	0.1615	0.0085
370800	-0.0892	-0.0324	0.1847	0.0867
374400	0.0371	0.1174	0.2120	0.1861
378000	0.1777	0.2703	0.2311	0.2790
381600	0.3093	0.3954	0.2288	0.3367
385200	0.4077	0.4659	0.1952	0.3369
388800	0.4544	0.4656	0.1268	0.2704
392400	0.4401	0.3932	0.0287	0.1442
396000	0.3677	0.2628	-0.0866	-0.0201
399600	0.2512	0.1006	-0.2004	-0.1902
403200	0.1130	-0.0607	-0.2930	-0.3311
406800	-0.0214	-0.1901	-0.3472	-0.4134
410400	-0.1292	-0.2651	-0.3529	-0.4203
414000	-0.1952	-0.2769	-0.3096	-0.3522
417600	-0.2149	-0.2322	-0.2262	-0.2259
421200	-0.1948	-0.1508	-0.1196	-0.0714
424800	-0.1506	-0.0603	-0.0103	0.0760
428400	-0.1018	0.0112	0.0817	0.1840
432000	-0.0669	0.0429	0.1418	0.2310
435600	-0.0584	0.0259	0.1634	0.2118
439200	-0.0792	-0.0335	0.1497	0.1376
442800	-0.1218	-0.1164	0.1118	0.0336
446400	-0.1710	-0.1959	0.0654	-0.0682
450000	-0.2073	-0.2442	0.0269	-0.1373
453600	-0.2130	-0.2408	0.0086	-0.1528
457200	-0.1770	-0.1775	0.0159	-0.1088
460800	-0.0982	-0.0619	0.0452	-0.0161
464400	0.0132	0.0845	0.0861	0.1007
468000	0.1381	0.2309	0.1234	0.2092
471600	0.2522	0.3447	0.1418	0.2781
475200	0.3321	0.3997	0.1304	0.2855
478800	0.3610	0.3824	0.0857	0.2247
482400	0.3325	0.2959	0.0132	0.1062
486000	0.2526	0.1592	-0.0733	-0.0438
489600	0.1384	0.0026	-0.1556	-0.1906
493200	0.0140	-0.1393	-0.2147	-0.2989
496800	-0.0953	-0.2362	-0.2359	-0.3423
500400	-0.1687	-0.2695	-0.2127	-0.3093
504000	-0.1948	-0.2363	-0.1486	-0.2074
507600	-0.1740	-0.1503	-0.0565	-0.0603
511200	-0.1180	-0.0377	0.0443	0.0969
514800	-0.0466	0.0693	0.1322	0.2267
518400	0.0180	0.1410	0.1887	0.2985
522000	0.0564	0.1581	0.2030	0.2961
525600	0.0576	0.1160	0.1737	0.2217
529200	0.0215	0.0265	0.1097	0.0951
532800	-0.0412	-0.0855	0.0276	-0.0513
536400	-0.1118	-0.1886	-0.0527	-0.1806
540000	-0.1685	-0.2529	-0.1126	-0.2609
543600	-0.1926	-0.2582	-0.1398	-0.2735
547200	-0.1733	-0.1993	-0.1307	-0.2170
550800	-0.1107	-0.0874	-0.0912	-0.1080
554400	-0.0165	0.0519	-0.0349	0.0236
558000	0.0890	0.1856	0.0208	0.1424
561600	0.1817	0.2812	0.0594	0.2168
565200	0.2399	0.3148	0.0698	0.2270
568800	0.2495	0.2779	0.0495	0.1707
572400	0.2078	0.1790	0.0050	0.0633
576000	0.1244	0.0421	-0.0496	-0.0656
579600	0.0188	-0.0994	-0.0965	-0.1802
583200	-0.0843	-0.2108	-0.1190	-0.2476
586800	-0.1607	-0.2652	-0.1060	-0.2463
590400	-0.1932	-0.2498	-0.0554	-0.1726
594000	-0.1754	-0.1693	0.0249	-0.0414
597600	-0.1131	-0.0447	0.1185	0.1170
601200	-0.0232	0.0920	0.2044	0.2643
604800	0.0710	0.2060	0.2619	0.3636
608400	0.1457	0.2683	0.2757	0.3889
612000	0.1821	0.2632	0.2396	0.3314
615600	0.1717	0.1920	0.1586	0.2020
619200	0.1176	0.0728	0.0473	0.0286
622800	0.0342	-0.0644	-0.0732	-0.1503
626400	-0.0569	-0.1851	-0.1799	-0.2958
630000	-0.1326	-0.2593	-0.2538	-0.3773
633600	-0.1738	-0.2694	-0.2837	-0.3803
637200	-0.1710	-0.2140	-0.2685	-0.3092
640800	-0.1260	-0.1088	-0.2171	-0.1864
644400	-0.0518	0.0178	-0.1457	-0.0456
648000	0.0309	0.1319	-0.0731	0.0767
651600	0.0994	0.2031	-0.0159	0.1510
655200	0.1343	0.2123	0.0158	0.1618
658800	0.1253	0.1567	0.0205	0.1119
662400	0.0737	0.0507	0.0059	0.0212
666000	-0.0078	-0.0776	-0.0142	-0.0789
669600	-0.0981	-0.1937	-0.0237	-0.1537
673200	-0.1728	-0.2653	-0.0092	-0.1750
676800	-0.2108	-0.2710	0.0360	-0.1286
680400	-0.1993	-0.2053	0.1092	-0.0189
684000	-0.1375	-0.0809	0.1985	0.1321
687600	-0.0367	0.0746	0.2850	0.2894
691200	0.0820	0.2254	0.3476	0.4142
694800	0.1928	0.3363	0.3681	0.4730
698400	0.2715	0.3813	0.3354	0.4466
702000	0.3012	0.3501	0.2494	0.3349
705600	0.2764	0.2504	0.1207	0.1571
709200	0.2041	0.1059	-0.0309	-0.0520
712800	0.1015	-0.0495	-0.1809	-0.2511
716400	-0.0076	-0.1806	-0.3053	-0.4014
720000	-0.0997	-0.2594	-0.3858	-0.4761
723600	-0.1567	-0.2721	-0.4134	-0.4663
727200	-0.1704	-0.2220	-0.3901	-0.3827
730800	-0.1445	-0.1282	-0.3273	-0.2516
734400	-0.0926	-0.0208	-0.2426	-0.1087
738000	-0.0348	0.0680	-0.1554	0.0110
741600	0.0082	0.1116	-0.0813	0.0819
745200	0.0206	0.0971	-0.0290	0.0940
748800	-0.0039	0.0277	0.0014	0.0549
752400	-0.0604	-0.0772	0.0178	-0.0126
756000	-0.1338	-0.1874	0.0330	-0.0773
759600	-0.2026	-0.2695	0.0603	-0.1081
763200	-0.2442	-0.2959	0.1089	-0.0835
766800	-0.2415	-0.2519	0.1809	0.0028
770400	-0.1869	-0.1401	0.2690	0.1387
774000	-0.0848	0.0196	0.3584	0.2967
777600	0.0484	0.1951	0.4295	0.4403
781200	0.1886	0.3492	0.4625	0.5326
784800	0.3090	0.4484	0.4429	0.5460
788400	0.3863	0.4717	0.3650	0.4692
792000	0.4063	0.4148	0.2341	0.3105
795600	0.3668	0.2913	0.0660	0.0962
799200	0.2778	0.1291	-0.1158	-0.1351
802800	0.1592	-0.0365	-0.2852	-0.3415
806400	0.0353	-0.1716	-0.4187	-0.4873
810000	-0.0707	-0.2517	-0.4997	-0.5510
813600	-0.1421	-0.2675	-0.5221	-0.5295
817200	-0.1725	-0.2262	-0.4904	-0.4380
820800	-0.1667	-0.1492	-0.4178	-0.3056
824400	-0.1382	-0.0660	-0.3224	-0.1668
828000	-0.1057	-0.0054	-0.2229	-0.0535
831600	-0.0869	0.0115	-0.1334	0.0139
835200	-0.0937	-0.0221	-0.0611	0.0305
838800	-0.1287	-0.0976	-0.0052	0.0076
842400	-0.1841	-0.1924	0.0418	-0.0312
846000	-0.2436	-0.2763	0.0904	-0.0572
849600	-0.2867	-0.3194	0.1504	-0.0450
853200	-0.2937	-0.3002	0.2268	0.0196
856800	-0.2519	-0.2115	0.3170	0.1352
860400	-0.1587	-0.0629	0.4108	0.2842
864000	-0.0236	0.1206	0.4917	0.4362
867600	0.1338	0.3043	0.5408	0.5556
871200	0.2876	0.4521	0.5413	0.6103
874800	0.4111	0.5346	0.4831	0.5796
878400	0.4831	0.5359	0.3655	0.4600
882000	0.4923	0.4576	0.1989	0.2667
885600	0.4394	0.3177	0.0026	0.0304
889200	0.3370	0.1461	-0.1980	-0.2092
892800	0.2059	-0.0225	-0.3769	-0.4125
896400	0.0706	-0.1572	-0.5120	-0.5483
900000	-0.0470	-0.2378	-0.5893	-0.6005
903600	-0.1317	-0.2590	-0.6052	-0.5710
907200	-0.1786	-0.2307	-0.5661	-0.4777
910800	-0.1928	-0.1747	-0.4858	-0.3496
914400	-0.1871	-0.1177	-0.3821	-0.2189
918000	-0.1776	-0.0841	-0.2722	-0.1124
921600	-0.1789	-0.0889	-0.1685	-0.0459
925200	-0.1995	-0.1339	-0.0772	-0.0201
928800	-0.2389	-0.2064	0.0027	-0.0222
932400	-0.2875	-0.2832	0.0772	-0.0300
936000	-0.3292	-0.3363	0.1540	-0.0193
939600	-0.3452	-0.3407	0.2392	0.0290
943200	-0.3196	-0.2813	0.3338	0.1224
946800	-0.2440	-0.1576	0.4321	0.2536
950400	-0.1202	0.0154	0.5221	0.4019
954000	0.0389	0.2099	0.5875	0.5369
957600	0.2114	0.3914	0.6113	0.6266
961200	0.3712	0.5268	0.5806	0.6446
964800	0.4929	0.5913	0.4895	0.5771
968400	0.5575	0.5742	0.3418	0.4271
972000	0.5565	0.4815	0.1513	0.2141
975600	0.4927	0.3334	-0.0609	-0.0297
979200	0.3803	0.1599	-0.2692	-0.2662
982800	0.2404	-0.0068	-0.4488	-0.4595
986400	0.0965	-0.1395	-0.5800	-0.5835
990000	-0.0307	-0.2218	-0.6510	-0.6267
993600	-0.1275	-0.2514	-0.6603	-0.5939
997200	-0.1897	-0.2392	-0.6149	-0.5038
1000800	-0.2220	-0.2051	-0.5288	-0.3833
1004400	-0.2356	-0.1723	-0.4184	-0.2608
1008000	-0.2444	-0.1602	-0.2994	-0.1588
1011600	-0.2598	-0.1788	-0.1831	-0.0888
1015200	-0.2874	-0.2259	-0.0750	-0.0499
1018800	-0.3251	-0.2877	0.0249	-0.0297
1022400	-0.3627	-0.3419	0.1207	-0.0093
1026000	-0.3852	-0.3644	0.2171	0.0306
1029600	-0.3764	-0.3356	0.3171	0.1032
1033200	-0.3239	-0.2462	0.4187	0.2108
1036800	-0.2228	-0.1006	0.5148	0.3432
1040400	-0.0782	0.0834	0.5930	0.4791
1044000	0.0950	0.2777	0.6388	0.5909
1047600	0.2742	0.4499	0.6381	0.6510
1051200	0.4339	0.5706	0.5815	0.6390
1054800	0.5505	0.6196	0.4669	0.5468
1058400	0.6073	0.5902	0.3011	0.3810
1062000	0.5976	0.4906	0.0993	0.1629
1065600	0.5259	0.3415	-0.1169	-0.0764
1069200	0.4067	0.1710	-0.3232	-0.3021
1072800	0.2608	0.0083	-0.4968	-0.4826
1076400	0.1106	-0.1229	-0.6201	-0.5959
1080000	-0.0243	-0.2091	-0.6834	-0.6335
1083600	-0.1310	-0.2491	-0.6860	-0.6012
1087200	-0.2055	-0.2529	-0.6353	-0.5165
1090800	-0.2515	-0.2379	-0.5442	-0.4033
1094400	-0.2788	-0.2231	-0.4281	-0.2861
1098000	-0.2986	-0.2237	-0.3014	-0.1842
1101600	-0.3206	-0.2464	-0.1749	-0.1072
1105200	-0.3487	-0.2875	-0.0544	-0.0541
1108800	-0.3799	-0.3337	0.0588	-0.0147
1112400	-0.4049	-0.3655	0.1665	0.0259
1116000	-0.4102	-0.3630	0.2712	0.0825
1119600	-0.3821	-0.3112	0.3738	0.1643
1123200	-0.3110	-0.2050	0.4712	0.2710
1126800	-0.1944	-0.0511	0.5561	0.3922
1130400	-0.0393	0.1322	0.6176	0.5087
1134000	0.1387	0.3182	0.6435	0.5965
1137600	0.3175	0.4778	0.6229	0.6330
1141200	0.4728	0.5852	0.5491	0.6022
1144800	0.5827	0.6236	0.4226	0.4992
1148400	0.6321	0.5885	0.2512	0.3320
1152000	0.6156	0.4884	0.0502	0.1207
1155600	0.5384	0.3427	-0.1598	-0.1062
1159200	0.4148	0.1773	-0.3565	-0.3175
1162800	0.2649	0.0182	-0.5191	-0.4852
1166400	0.1106	-0.1130	-0.6319	-0.5902
1170000	-0.0294	-0.2042	-0.6862	-0.6248
1173600	-0.1424	-0.2538	-0.6818	-0.5941
1177200	-0.2240	-0.2699	-0.6255	-0.5133
1180800	-0.2771	-0.2668	-0.5296	-0.4037
1184400	-0.3099	-0.2605	-0.4085	-0.2872
1188000	-0.3326	-0.2637	-0.2762	-0.1815
1191600	-0.3537	-0.2819	-0.1437	-0.0962
1195200	-0.3768	-0.3117	-0.0178	-0.0321
1198800	-0.3993	-0.3421	0.0988	0.0180
1202400	-0.4130	-0.3567	0.2067	0.0661
1206000	-0.4062	-0.3391	0.3070	0.1240
1209600	-0.3669	-0.2773	0.4000	0.1993
1213200	-0.2871	-0.1678	0.4834	0.2923
1216800	-0.1655	-0.0176	0.5512	0.3945
1220400	-0.0093	0.1563	0.5948	0.4899
1224000	0.1660	0.3301	0.6045	0.5588
1227600	0.3393	0.4776	0.5717	0.5818
1231200	0.4875	0.5756	0.4915	0.5453
1234800	0.5900	0.6089	0.3649	0.4449
1238400	0.6327	0.5732	0.1995	0.2876
1242000	0.6107	0.4762	0.0095	0.0909
1245600	0.5293	0.3355	-0.1865	-0.1198
1249200	0.4027	0.1744	-0.3681	-0.3164
1252800	0.2508	0.0176	-0.5162	-0.4730
1256400	0.0949	-0.1146	-0.6162	-0.5711
1260000	-0.0463	-0.2095	-0.6600	-0.6026
1263600	-0.1601	-0.2641	-0.6471	-0.5710
1267200	-0.2414	-0.2847	-0.5843	-0.4896
1270800	-0.2928	-0.2834	-0.4833	-0.3780
1274400	-0.3221	-0.2749	-0.3586	-0.2576
1278000	-0.3395	-0.2713	-0.2244	-0.1465
1281600	-0.3536	-0.2791	-0.0926	-0.0560
1285200	-0.3686	-0.2969	0.0291	0.0108
1288800	-0.3832	-0.3160	0.1374	0.0590
1292400	-0.3900	-0.3228	0.2324	0.0990
1296000	-0.3783	-0.3025	0.3157	0.1424
1299600	-0.3371	-0.2439	0.3890	0.1983
1303200	-0.2586	-0.1430	0.4517	0.2693
1306800	-0.1412	-0.0051	0.5003	0.3503
1310400	0.0083	0.1554	0.5286	0.4290
1314000	0.1754	0.3168	0.5287	0.4880
1317600	0.3399	0.4551	0.4932	0.5095
1321200	0.4795	0.5480	0.4174	0.4795
1324800	0.5741	0.5802	0.3015	0.3921
1328400	0.6101	0.5466	0.1517	0.2516
1332000	0.5829	0.4531	-0.0198	0.0728
1335600	0.4979	0.3159	-0.1964	-0.1216
1339200	0.3693	0.1573	-0.3590	-0.3047
1342800	0.2173	0.0017	-0.4897	-0.4510
1346400	0.0633	-0.1298	-0.5744	-0.5413
1350000	-0.0734	-0.2235	-0.6052	-0.5662
1353600	-0.1803	-0.2750	-0.5818	-0.5281
1357200	-0.2523	-0.2894	-0.5111	-0.4395
1360800	-0.2924	-0.2786	-0.4053	-0.3206
1364400	-0.3095	-0.2579	-0.2797	-0.1940
1368000	-0.3147	-0.2412	-0.1496	-0.0800
1371600	-0.3180	-0.2373	-0.0275	0.0078
1375200	-0.3250	-0.2470	0.0787	0.0650
1378800	-0.3351	-0.2636	0.1658	0.0961
1382400	-0.3416	-0.2742	0.2354	0.1125
1386000	-0.3337	-0.2637	0.2914	0.1285
1389600	-0.2998	-0.2196	0.3378	0.1565
1393200	-0.2311	-0.1353	0.3771	0.2031
1396800	-0.1252	-0.0137	0.4083	0.2667
1400400	0.0123	0.1330	0.4270	0.3369
1404000	0.1677	0.2846	0.4259	0.3971
1407600	0.3213	0.4172	0.3974	0.4281
1411200	0.4510	0.5081	0.3356	0.4138
1414800	0.5369	0.5407	0.2388	0.3451
1418400	0.5654	0.5083	0.1111	0.2237
1422000	0.5323	0.4161	-0.0372	0.0621
1425600	0.4435	0.2796	-0.1906	-0.1174
1429200	0.3141	0.1221	-0.3313	-0.2878
1432800	0.1649	-0.0311	-0.4416	-0.4225
1436400	0.0182	-0.1573	-0.5078	-0.5008
1440000	-0.1068	-0.2415	-0.5226	-0.5126
1443600	-0.1977	-0.2789	-0.4863	-0.4605
1447200	-0.2507	-0.2753	-0.4068	-0.3585
1450800	-0.2705	-0.2447	-0.2980	-0.2292
1454400	-0.2681	-0.2052	-0.1765	-0.0982
1458000	-0.2569	-0.1736	-0.0585	0.0116
1461600	-0.2488	-0.1613	0.0433	0.0851
1465200	-0.2506	-0.1710	0.1217	0.1180
1468800	-0.2619	-0.1959	0.1758	0.1169
1472400	-0.2757	-0.2220	0.2099	0.0972
1476000	-0.2798	-0.2317	0.2315	0.0777
1479600	-0.2608	-0.2092	0.2483	0.0758
1483200	-0.2084	-0.1450	0.2656	0.1016
1486800	-0.1187	-0.0395	0.2844	0.1557
1490400	0.0037	0.0958	0.3009	0.2277
1494000	0.1454	0.2408	0.3072	0.2989
1497600	0.2865	0.3703	0.2940	0.3474
1501200	0.4048	0.4596	0.2531	0.3531
1504800	0.4802	0.4907	0.1807	0.3041
1508400	0.4995	0.4562	0.0789	0.2001
1512000	0.4593	0.3614	-0.0432	0.0536
1515600	0.3667	0.2234	-0.1711	-0.1124
1519200	0.2384	0.0673	-0.2870	-0.2689
1522800	0.0965	-0.0791	-0.3737	-0.3876
1526400	-0.0362	-0.1918	-0.4180	-0.4469
1530000	-0.1408	-0.2556	-0.4135	-0.4376
1533600	-0.2062	-0.2672	-0.3626	-0.3644
1537200	-0.2312	-0.2354	-0.2751	-0.2451
1540800	-0.2235	-0.1781	-0.1671	-0.1064
1544400	-0.1972	-0.1175	-0.0566	0.0226
1548000	-0.1687	-0.0741	0.0397	0.1171
1551600	-0.1515	-0.0609	0.1099	0.1623
1555200	-0.1531	-0.0808	0.1495	0.1567
1558800	-0.1725	-0.1249	0.1610	0.1118
1562400	-0.2008	-0.1758	0.1533	0.0487
1566000	-0.2234	-0.2118	0.1381	-0.0078
1569600	-0.2247	-0.2133	0.1268	-0.0359
1573200	-0.1922	-0.1682	0.1269	-0.0228
1576800	-0.1209	-0.0759	0.1403	0.0317
1580400	-0.0151	0.0517	0.1622	0.1149
1584000	0.1116	0.1923	0.1831	0.2042
1587600	0.2386	0.3185	0.1908	0.2732
1591200	0.3433	0.4038	0.1749	0.2985
1594800	0.4058	0.4290	0.1293	0.2663
1598400	0.4137	0.3875	0.0549	0.1762
1602000	0.3653	0.2866	-0.0397	0.0423
1605600	0.2699	0.1466	-0.1399	-0.1096
1609200	0.1461	-0.0043	-0.2282	-0.2481
1612800	0.0172	-0.1364	-0.2877	-0.3437
1616400	-0.0936	-0.2252	-0.3065	-0.3758
1620000	-0.1688	-0.2572	-0.2807	-0.3377
1623600	-0.2003	-0.2328	-0.2151	-0.2391
1627200	-0.1903	-0.1660	-0.1226	-0.1028
1630800	-0.1509	-0.0799	-0.0212	0.0397
1634400	-0.0998	-0.0013	0.0696	0.1564
1638000	-0.0562	0.0469	0.1341	0.2225
1641600	-0.0347	0.0511	0.1628	0.2260
1645200	-0.0423	0.0109	0.1552	0.1710
1648800	-0.0761	-0.0608	0.1189	0.0759
1652400	-0.1245	-0.1416	0.0678	-0.0313
1656000	-0.1698	-0.2052	0.0179	-0.1201
1659600	-0.1937	-0.2287	-0.0165	-0.1657
1663200	-0.1823	-0.1986	-0.0266	-0.1551
1666800	-0.1299	-0.1153	-0.0114	-0.0909
1670400	-0.0412	0.0072	0.0225	0.0098
1674000	0.0693	0.1435	0.0625	0.1194
1677600	0.1801	0.2635	0.0939	0.2074
1681200	0.2685	0.3395	0.1039	0.2481
1684800	0.3152	0.3531	0.0851	0.2276
1688400	0.3099	0.3002	0.0383	0.1477
1692000	0.2533	0.1921	-0.0278	0.0260
1695600	0.1575	0.0528	-0.0984	-0.1085
1699200	0.0431	-0.0863	-0.1561	-0.2226
1702800	-0.0657	-0.1944	-0.1853	-0.2870
1706400	-0.1466	-0.2483	-0.1765	-0.2841
1710000	-0.1848	-0.2388	-0.1290	-0.2127
1713600	-0.1760	-0.1721	-0.0510	-0.0885
1717200	-0.1275	-0.0684	0.0414	0.0596
1720800	-0.0558	0.0433	0.1283	0.1961
1724400	0.0176	0.1327	0.1905	0.2880
1728000	0.0716	0.1758	0.2143	0.3131
1731600	0.0914	0.1613	0.1944	0.2650
1735200	0.0719	0.0931	0.1354	0.1553
1738800	0.0187	-0.0104	0.0508	0.0103
1742400	-0.0528	-0.1212	-0.0407	-0.1351
1746000	-0.1220	-0.2092	-0.1194	-0.2467
1749600	-0.1685	-0.2494	-0.1693	-0.2987
1753200	-0.1773	-0.2291	-0.1821	-0.2810
1756800	-0.1431	-0.1511	-0.1587	-0.2006
1760400	-0.0718	-0.0333	-0.1088	-0.0805
1764000	0.0209	0.0959	-0.0478	0.0471
1767600	0.1131	0.2045	0.0070	0.1486
1771200	0.1823	0.2650	0.0416	0.1983
1774800	0.2111	0.2620	0.0483	0.1845
1778400	0.1919	0.1955	0.0285	0.1131
1782000	0.1287	0.0817	-0.0085	0.0057
1785600	0.0364	-0.0510	-0.0476	-0.1058
1789200	-0.0626	-0.1693	-0.0723	-0.1878
1792800	-0.1442	-0.2431	-0.0695	-0.2138
1796400	-0.1884	-0.2532	-0.0329	-0.1715
1800000	-0.1841	-0.1964	0.0342	-0.0666
1803600	-0.1323	-0.0860	0.1197	0.0782
1807200	-0.0453	0.0508	0.2048	0.2286
1810800	0.0556	0.1804	0.2690	0.3471
1814400	0.1460	0.2706	0.2948	0.4024
1818000	0.2041	0.2990	0.2718	0.3772
1821600	0.2163	0.2582	0.2002	0.2731
1825200	0.1802	0.1583	0.0907	0.1101
1828800	0.1053	0.0237	-0.0379	-0.0778
1832400	0.0103	-0.1128	-0.1626	-0.2507
1836000	-0.0816	-0.2185	-0.2615	-0.3729
1839600	-0.1484	-0.2687	-0.3186	-0.4208
1843200	-0.1754	-0.2535	-0.3274	-0.3888
1846800	-0.1585	-0.1794	-0.2918	-0.2902
1850400	-0.1049	-0.0683	-0.2245	-0.1532
1854000	-0.0317	0.0487	-0.1436	-0.0138
1857600	0.0394	0.1395	-0.0677	0.0940
1861200	0.0873	0.1792	-0.0113	0.1464
1864800	0.0973	0.1567	0.0190	0.1363
1868400	0.0653	0.0776	0.0255	0.0742
1872000	-0.0012	-0.0366	0.0182	-0.0144
1875600	-0.0847	-0.1545	0.0118	-0.0964
1879200	-0.1622	-0.2425	0.0209	-0.1398
1882800	-0.2107	-0.2738	0.0554	-0.1233
1886400	-0.2136	-0.2350	0.1172	-0.0417
1890000	-0.1649	-0.1303	0.1989	0.0916
1893600	-0.0711	0.0192	0.2848	0.2476
1897200	0.0503	0.1809	0.3549	0.3885
1900800	0.1743	0.3179	0.3891	0.4772
1904400	0.2749	0.3986	0.3730	0.4869
1908000	0.3308	0.4044	0.3014	0.4077
1911600	0.3306	0.3339	0.1801	0.2498
1915200	0.2757	0.2035	0.0257	0.0416
1918800	0.1791	0.0430	-0.1384	-0.1770
1922400	0.0628	-0.1116	-0.2865	-0.3641
1926000	-0.0484	-0.2272	-0.3962	-0.4849
1929600	-0.1323	-0.2815	-0.4529	-0.5206
1933200	-0.1752	-0.2685	-0.4531	-0.4715
1936800	-0.1746	-0.1994	-0.4036	-0.3569
1940400	-0.1395	-0.0993	-0.3200	-0.2093
1944000	-0.0872	-0.0002	-0.2221	-0.0658
1947600	-0.0388	0.0676	-0.1288	0.0412
1951200	-0.0128	0.0834	-0.0536	0.0922
1954800	-0.0206	0.0420	-0.0018	0.0853
1958400	-0.0624	-0.0450	0.0301	0.0357
1962000	-0.1274	-0.1520	0.0523	-0.0286
1965600	-0.1966	-0.2464	0.0783	-0.0754
